newtrans,location,days_before,days_after,transmonth,prevvisits,newvisits,lyprevvisits,lynewvisits,hotel_published_year,latitude,longitude,rating,num_amenities,ta,prev_oyster,new_oyster,price
3-partial,Caribbean,90,190,52015,46,93,122,87,2009,18.695168,-68.431999,40,32,914805,5916,7745,286.0778
3-partial,Caribbean,90,359,52015,3,36,5,14,2011,13.079295,-59.611071,40,28,267389,2336,2387,286.1071
4-full,Washington D.C.,90,360,52015,3,17,7,14,2009,38.900541,-77.033953,40,17,180660,1146,1078,286.2957
3-partial,New York City,90,374,52015,3,35,9,16,2009,40.755827,-73.982158,40,19,164767,680,809,286.6612
4-full,Caribbean,90,360,52015,0,16,0,0,2012,20.490541,-87.245033,30,21,321299,3706,3789,286.835
3-partial,New York City,90,374,52015,4,21,2,19,2009,40.750369,-73.973953,35,18,165694,1124,1238,286.9295
3-partial,New York City,90,374,52015,7,37,8,16,2009,40.762419,-73.981804,35,15,322039,2521,2286,286.9761
4-full,Washington D.C.,90,360,52015,0,1,0,0,2009,38.906661,-77.03363,30,14,35214,164,146,287
3-partial,New York City,90,374,52015,4,32,7,17,2009,40.764502,-73.996023,40,16,194335,1507,1344,287.5343
3-partial,Boston,90,361,52015,4,18,0,5,2009,42.350068,-71.065438,30,14,37689,113,300,287.9041
4-full,San Francisco/Northern Cali,90,360,52015,0,0,0,0,2011,38.495577,-122.759396,35,17,44128,192,323,288.6976
3-partial,Caribbean,90,359,52015,5,15,1,24,2012,20.879284,-86.866356,40,23,753464,7135,7691,289.0434
3-partial,Boston,90,361,52015,1,11,4,5,2009,42.346501,-71.084883,35,19,119531,569,932,289.1636
4-full,Washington D.C.,90,360,52015,0,0,1,2,2009,38.904737,-77.059889,30,16,35802,155,88,289.4285
3-full,New York City,90,196,52015,1,10,14,10,2009,40.762531,-73.983645,40,22,331565,955,1109,289.9009
3-partial,New York City,90,374,52015,0,8,4,6,2009,40.751634,-73.979093,30,14,42317,420,415,290.1126
3-partial,Boston,90,316,52015,1,3,0,1,2009,42.349162,-71.077402,40,20,133152,955,883,290.257
4-full,Caribbean,90,360,52015,0,1,0,0,2011,21.785605,-72.20319,30,17,52033,260,221,290.4722
3-partial,Caribbean,90,323,52015,17,88,21,57,2009,18.7271,-68.461884,35,28,1822161,6065,8440,290.5358
4-full,Los Angeles,90,360,52015,0,4,0,0,2012,34.063883,-118.366016,40,17,55766,183,282,291.1935
3-partial,Miami,90,368,52015,5,47,20,77,2009,25.81964,-80.122562,40,27,359245,4257,3513,291.3323
3-partial,Los Angeles,90,361,52015,2,8,5,13,2009,34.089894,-118.378992,40,22,76812,488,303,291.3414
3-partial,New York City,90,329,52015,4,16,9,7,2013,40.753615,-73.994591,40,13,242664,1105,1422,291.3486
3-partial,San Francisco/Northern Cali,90,347,52015,0,11,0,0,2009,37.785341,-122.405512,35,19,86852,749,1036,291.4288
4-full,Los Angeles,90,360,52015,1,4,0,5,2009,34.069025,-118.402372,35,18,49438,350,269,292.56
3-partial,New York City,90,374,52015,4,18,6,12,2009,40.745743,-73.98826,35,18,136514,2263,2081,293.0281
3-partial,San Francisco/Northern Cali,90,361,52015,3,1,0,4,2009,37.787396,-122.44669,30,14,31021,407,380,293.7107
3-partial,Boston,90,361,52015,0,6,1,4,2009,42.35088,-71.065475,40,18,80073,706,703,293.7272
3-partial,San Francisco/Northern Cali,90,359,52015,0,15,3,3,2011,37.743831,-119.598191,20,9,361926,461,469,295.1071
3-partial,San Francisco/Northern Cali,90,361,52015,0,4,2,4,2009,37.786961,-122.41245,35,15,62254,521,527,296.0498
4-full,Caribbean,90,360,52015,0,11,1,0,2011,18.108334,-63.053501,30,20,261980,935,1336,296.3222
3-partial,New York City,90,374,52015,3,27,0,7,2009,40.742448,-74.003907,40,21,44687,979,1179,297.2
3-partial,Miami,90,368,52015,1,30,7,14,2009,25.791626,-80.129738,40,26,106429,1439,1408,297.3523
4-full,Caribbean,90,360,52015,1,22,1,6,2012,20.828882,-86.894615,40,21,878283,6957,7259,297.3922
3-partial,San Francisco/Northern Cali,90,361,52015,0,2,1,1,2009,37.78694,-122.411516,40,18,153041,646,781,297.6054
3-partial,Miami,90,323,52015,2,18,7,9,2009,25.79175,-80.149086,40,19,110761,1511,1925,297.6378
3-partial,San Francisco/Northern Cali,90,361,52015,2,8,4,8,2009,37.806759,-122.413658,35,16,148583,455,234,298.5344
3-partial,Los Angeles,90,361,52015,4,7,2,5,2009,34.066717,-118.396151,40,21,44813,753,537,299.0401
3-partial,New York City,90,374,52015,0,24,1,7,2010,40.747046,-73.990062,40,19,286842,1665,1792,299.2346
3-partial,Los Angeles,90,361,52015,3,9,2,10,2010,34.095388,-118.373233,40,22,132789,913,1073,299.2842
4-full,Caribbean,90,360,52015,1,5,2,6,2012,20.499446,-87.228717,40,27,481808,3924,3371,299.3909
3-partial,New York City,90,374,52015,5,16,5,15,2009,40.763493,-73.979755,35,23,71808,1072,1064,300.1781
4-full,Los Angeles,90,360,52015,2,2,2,2,2011,34.057449,-118.415886,40,27,99209,597,497,300.6153
3-partial,New York City,90,374,52015,0,4,2,1,2009,40.757517,-73.969949,30,15,121191,340,256,300.6428
3-full,New York City,90,196,52015,3,8,4,10,2009,40.719762,-73.988093,40,19,85799,1340,1222,300.6814
4-full,Caribbean,90,360,52015,0,5,1,0,2011,18.100292,-63.058567,30,14,32903,193,144,301
3-partial,San Francisco/Northern Cali,90,361,52015,4,20,6,8,2010,37.782113,-122.404476,45,22,163185,1941,1851,301.0048
4-full,Caribbean,90,360,52015,0,2,0,2,2011,21.783001,-72.223335,35,22,46557,438,408,301.1142
3-partial,New York City,90,374,52015,6,17,10,17,2009,40.752692,-73.972434,40,16,76776,1548,1430,301.233
3-partial,Caribbean,90,359,52015,3,14,1,8,2012,18.429739,-77.164551,40,24,910362,13491,8734,301.4022
3-partial,New York City,90,374,52015,15,54,2,21,2009,40.722075,-73.988506,45,13,92166,1708,1634,301.4815
4-full,Los Angeles,90,360,52015,1,4,5,2,2009,34.056548,-118.395609,30,21,58265,218,186,301.8333
3-partial,Caribbean,90,359,52015,23,82,6,45,2009,18.35486,-78.336693,30,29,570211,7316,6669,301.9656
3-partial,Miami,90,368,52015,1,25,4,11,2009,25.793657,-80.129106,40,23,117401,1494,1536,302.3691
3-partial,San Francisco/Northern Cali,90,361,52015,0,11,5,11,2009,37.791529,-122.409577,40,15,133651,939,620,302.6
3-partial,Caribbean,90,297,52015,1,3,1,14,2009,18.463421,-77.945747,30,30,434668,4868,2777,302.8325
3-partial,New York City,90,360,52015,3,18,5,8,2009,40.756598,-73.971981,40,19,104653,1122,1420,303.2227
3-partial,San Francisco/Northern Cali,90,361,52015,1,7,1,3,2009,37.78913,-122.40725,40,16,201862,401,528,303.5535
3-partial,Caribbean,90,314,52015,2,11,0,1,2011,9.417766,-84.156548,45,27,121215,946,874,303.9508
4-full,San Francisco/Northern Cali,90,360,52015,0,2,0,0,2010,37.78597,-122.396756,30,17,45567,100,85,304.5
3-partial,New York City,90,374,52015,2,15,7,18,2012,40.720631,-73.995354,40,13,54115,598,374,304.8035
3-partial,Boston,90,361,52015,1,8,1,1,2009,42.34909,-71.072551,40,15,89854,429,477,305.15
3-partial,Los Angeles,90,361,52015,1,9,2,2,2010,34.087102,-118.384123,40,22,45700,458,542,305.674
4-full,San Francisco/Northern Cali,90,360,52015,0,0,0,3,2010,37.805184,-122.417087,35,20,61025,249,204,305.7826
3-partial,San Francisco/Northern Cali,90,361,52015,0,5,2,4,2010,37.793123,-122.403101,40,16,312250,640,740,305.88
3-partial,New York City,90,374,52015,0,20,10,21,2009,40.760715,-73.985192,35,19,477769,1247,845,306.0178
3-full,Las Vegas,90,190,52015,9,25,109,27,2009,36.126476,-115.16573,50,31,864513,4744,3867,306.0301
4-full,Los Angeles,90,360,52015,0,6,9,6,2009,34.076196,-118.377534,40,27,131282,1244,1238,306.4105
3-partial,New York City,90,374,52015,0,20,4,11,2013,40.736157,-73.996638,40,12,68389,1197,870,306.4671
4-full,San Francisco/Northern Cali,90,360,52015,1,13,3,4,2009,37.794372,-122.395844,35,18,126445,758,686,306.5208
3-partial,Las Vegas,90,323,52015,8,31,10,24,2010,36.106129,-115.17408,50,24,1073902,3104,2670,306.7478
3-partial,Caribbean,90,314,52015,6,36,11,23,2009,18.461557,-77.350258,35,33,1370224,15788,16703,307.1139
3-partial,Hawaii,90,359,52015,2,0,0,3,2009,21.871293,-159.443534,30,25,61150,752,656,307.15
3-partial,New York City,90,352,52015,6,23,2,19,2010,40.751292,-73.98489,35,15,175940,783,851,307.25
3-partial,New York City,90,374,52015,2,12,0,2,2011,40.719814,-74.00007,40,19,123007,327,1808,307.943
2-full,Miami,90,326,52015,8,48,8,30,2009,25.943134,-80.120543,40,30,318824,3925,2673,308.201
4-full,San Francisco/Northern Cali,90,360,52015,2,4,0,6,2009,37.79004,-122.408482,30,15,240779,243,261,308.3
4-full,Caribbean,90,360,52015,0,22,4,12,2009,19.816956,-70.731087,30,27,76825,1203,1264,309
3-partial,New York City,90,374,52015,0,1,0,0,2013,40.720864,-74.005446,30,14,42101,75,146,309.1176
4-full,San Francisco/Northern Cali,90,360,52015,0,0,0,0,2011,38.300433,-122.3016,35,18,84666,180,164,309.2619
3-partial,New York City,90,374,52015,10,54,25,39,2009,40.752039,-73.97638,35,16,303777,2355,2220,309.6616
4-full,Los Angeles,90,360,52015,4,4,0,4,2011,34.10238,-118.327151,40,17,64478,496,332,309.7714
3-partial,New York City,90,374,52015,0,11,0,1,2009,40.756668,-73.985168,40,16,54349,547,846,309.7747
3-partial,Caribbean,90,359,52015,3,25,0,4,2011,21.795683,-72.188492,40,27,432649,3081,3229,309.9415
3-partial,Washington D.C.,90,339,52015,2,11,1,5,2009,38.897039,-77.032377,45,18,119914,1642,1805,310.9056
3-partial,Hawaii,90,314,52015,2,28,8,21,2009,21.961166,-159.3495,40,29,230304,3334,3198,311.1028
3-partial,Los Angeles,90,361,52015,1,13,3,8,2009,34.066881,-118.413267,40,25,107211,1272,1277,311.1811
3-partial,New York City,90,374,52015,4,13,6,9,2009,40.7559,-73.982345,40,17,76479,1052,1259,312.0763
3-partial,New York City,90,374,52015,0,0,1,2,2013,40.693902,-73.988411,35,21,68208,286,272,312.1
3-partial,Los Angeles,90,337,52015,5,14,0,4,2009,34.101372,-118.341799,40,23,214751,723,2900,313.4238
3-partial,Miami,90,368,52015,3,21,5,24,2009,25.772455,-80.184853,35,24,364893,1064,1130,313.547
4-full,Caribbean,90,360,52015,3,25,2,6,2009,12.568467,-70.046965,30,32,382555,2575,4257,313.786
3-partial,Hawaii,90,361,52015,6,38,3,10,2009,20.646578,-156.440912,40,29,282923,2101,2213,313.9529
3-partial,Caribbean,90,359,52015,0,0,0,1,2011,22.87747,-109.908309,40,28,54388,381,391,314.1267
3-partial,New York City,90,374,52015,0,12,8,4,2009,40.719382,-74.00492,40,20,65388,802,837,314.3152
3-partial,New York City,90,374,52015,6,37,6,15,2013,40.715006,-74.01526,45,17,184495,1698,1890,314.6571
3-partial,New York City,90,374,52015,0,7,1,0,2013,40.760684,-73.970362,35,20,25221,296,455,314.9591
4-full,Caribbean,90,360,52015,1,30,3,12,2011,10.589248,-85.670704,35,26,341481,2083,2421,315.1489
3-partial,Caribbean,90,136,12016,5,8,0,1,2009,18.411224,-77.08551,40,25,799325,2065,11944,315.3604
4-full,Los Angeles,90,360,52015,0,3,0,0,2009,34.066116,-118.409072,35,20,18831,268,272,315.4864
3-partial,New York City,90,374,52015,7,17,20,19,2009,40.757682,-73.989089,40,19,289183,2116,1592,315.6909
3-partial,Los Angeles,90,361,52015,1,6,3,8,2009,34.072549,-118.46852,40,23,106818,855,516,315.7741
4-full,Caribbean,90,360,52015,6,1,1,11,2011,20.582994,-105.24419,40,29,724377,4471,2314,316.8004
4-full,Boston,90,360,52015,2,14,2,4,2009,42.348088,-71.039712,35,17,50656,879,748,317.3695
3-partial,New York City,90,374,52015,1,15,2,18,2013,40.733383,-73.99025,40,17,68389,1121,1176,317.3798
3-partial,Miami,90,323,52015,4,15,9,11,2009,25.77851,-80.131163,30,22,65612,856,990,317.4853
3-full,New York City,90,360,52015,0,22,2,3,2009,40.756503,-73.988973,35,16,432886,1065,1562,317.6361
4-full,New York City,90,360,52015,0,12,0,4,2013,40.584314,-73.666338,40,17,74148,1111,963,318.1643
3-partial,Washington D.C.,90,316,52015,0,0,0,1,2009,38.883202,-77.015878,30,20,71387,697,491,318.4464
4-full,Hawaii,90,360,52015,0,0,2,1,2009,21.279161,-157.83185,35,23,381906,986,947,319.672
3-partial,Los Angeles,90,316,52015,0,2,0,0,2009,34.011456,-118.489024,35,20,137565,341,310,319.8265
3-partial,New York City,90,374,52015,0,40,4,8,2009,40.757781,-73.983775,40,20,171210,1572,1509,320.5321
3-partial,New York City,90,360,52015,3,16,0,3,2009,40.759403,-73.974829,35,21,140152,1519,1553,320.7475
3-partial,Boston,90,361,52015,1,13,4,4,2009,42.352928,-71.071373,40,21,94448,1256,1491,321.3745
3-partial,New York City,90,374,52015,0,17,2,4,2009,40.76759,-73.983147,35,12,42332,544,630,321.7698
3-partial,Caribbean,90,316,52015,0,1,1,0,2012,21.253261,-86.809029,40,27,470868,4028,3877,321.9564
3-partial,New York City,90,374,52015,2,4,3,4,2009,40.761528,-73.982613,40,17,113009,698,871,322.6178
3-partial,Miami,90,368,52015,1,17,4,9,2009,25.7871,-80.130085,35,23,312011,708,679,323.1363
3-full,New York City,90,360,52015,0,6,0,0,2009,40.764423,-73.963142,35,17,75288,117,559,323.3538
3-partial,Miami,90,323,52015,2,11,6,12,2009,25.740866,-80.278609,40,28,79563,1389,1102,323.3931
4-full,Caribbean,90,360,52015,0,10,4,0,2012,18.052334,-76.727669,45,16,52870,1104,1150,323.683
3-partial,Boston,90,361,52015,0,4,1,1,2009,42.348236,-71.078552,35,16,81761,607,400,323.8309
3-partial,New York City,90,374,52015,3,21,4,10,2009,40.75602,-73.971413,35,17,91998,395,690,323.9358
4-full,Caribbean,90,360,52015,0,5,0,5,2011,21.797829,-72.17347,40,21,184341,1006,1525,324.2183
4-full,San Francisco/Northern Cali,90,360,52015,1,0,0,2,2010,37.789344,-122.408316,40,15,101938,262,206,324.825
3-partial,Boston,90,316,52015,0,0,0,0,2009,42.363924,-71.088332,30,18,16500,186,176,324.8731
3-partial,Los Angeles,90,361,52015,0,6,1,0,2009,34.013702,-118.497324,35,20,100115,408,428,325.0746
4-full,Boston,90,360,52015,2,4,0,6,2013,42.359054,-71.057997,40,14,43151,480,289,325.1956
4-full,Caribbean,90,360,52015,1,4,2,3,2011,20.753,-105.45633,40,23,198808,1384,1575,325.3493
3-partial,Hawaii,90,359,52015,1,22,14,7,2011,19.951206,-155.859777,45,29,352758,2795,3474,325.6582
3-partial,Washington D.C.,90,361,52015,1,11,1,5,2009,38.905876,-77.051033,50,20,122624,1319,1384,326.0687
3-partial,San Francisco/Northern Cali,90,361,52015,0,16,7,3,2009,37.806543,-122.418208,25,16,152759,262,245,326.6451
3-partial,Boston,90,361,52015,6,19,0,12,2009,42.353935,-71.051945,40,22,126663,1104,1001,326.888
3-partial,Boston,90,361,52015,4,10,2,7,2009,42.348586,-71.088731,40,18,55948,899,993,326.9634
3-partial,Hawaii,90,316,52015,1,5,10,9,2009,21.276894,-157.82962,40,26,619770,2219,1755,327.1391
4-full,Caribbean,90,360,52015,0,0,0,1,2011,20.640717,-105.23626,40,31,333534,1542,3236,327.3139
3-partial,New York City,90,374,52015,10,65,18,43,2009,40.756726,-73.97406,40,19,466412,4441,4919,327.3742
3-partial,Hawaii,90,359,52015,2,22,0,5,2009,22.221449,-159.5453,20,15,117165,1045,982,327.375
3-partial,San Francisco/Northern Cali,90,361,52015,0,11,0,6,2009,37.805954,-122.416108,30,20,88985,421,493,327.5028
3-partial,New York City,90,360,52015,0,25,15,12,2009,40.755844,-73.982004,40,19,214356,1437,1581,327.8706
3-partial,Hawaii,90,361,52015,5,40,10,16,2009,21.276454,-157.826642,40,25,450858,3072,3141,328.1607
3-partial,New York City,90,374,52015,8,27,7,47,2010,40.743953,-73.984097,40,27,181199,2386,1674,329.1096
3-partial,New York City,90,352,52015,0,19,2,3,2009,40.762906,-73.975346,40,18,45943,479,570,330.5206
4-full,Los Angeles,90,360,52015,0,1,0,0,2014,33.615541,-117.914342,40,19,95798,56,121,330.8
4-full,Caribbean,90,360,52015,0,0,0,0,2011,32.294941,-64.79319,40,12,203269,320,256,331
4-full,San Francisco/Northern Cali,90,360,52015,1,5,0,3,2009,37.788493,-122.410105,40,19,71725,1007,743,332.1428
3-partial,New York City,90,360,52015,11,15,1,19,2009,40.756288,-73.971402,40,21,86964,1629,1583,332.352
3-partial,Caribbean,90,359,52015,3,8,0,2,2011,32.252998,-64.826668,45,30,347222,2987,3797,332.6509
4-full,Hawaii,90,360,52015,0,5,1,0,2011,19.9405,-155.87633,40,18,27396,390,305,333.826
4-full,Caribbean,90,360,52015,0,0,0,0,2013,20.744721,-105.426955,35,19,32732,385,594,334.8541
3-partial,San Francisco/Northern Cali,90,361,52015,1,29,1,8,2010,37.793668,-122.393395,40,18,82417,1884,1777,336.8016
3-partial,New York City,90,374,52015,6,42,6,26,2009,40.722064,-74.004293,40,19,112180,1950,1858,337.5385
4-full,Miami,90,360,52015,9,38,3,15,2012,25.792655,-80.129349,40,17,156781,2220,2038,337.8805
3-partial,Hawaii,90,308,52015,5,33,9,12,2009,21.704625,-157.99859,40,33,579474,3830,4687,338.1859
4-full,Boston,90,360,52015,7,4,1,13,2009,42.366701,-71.050826,40,20,64411,972,685,338.8974
4-full,Caribbean,90,360,52015,0,7,0,1,2011,9.652993,-84.659808,40,31,128656,1443,1737,339.5208
3-partial,Caribbean,90,314,52015,4,7,3,21,2011,22.897211,-109.89095,40,25,1010441,7266,6958,339.5665
4-full,Hawaii,90,360,52015,1,2,0,1,2011,19.923911,-155.878014,40,23,99776,402,427,339.5833
3-partial,Boston,90,316,52015,1,15,2,4,2009,42.345717,-71.081059,40,22,95696,783,711,340.8958
4-full,Caribbean,90,360,52015,0,0,0,0,2011,32.29184,-64.79179,40,13,66075,258,337,341.65
4-full,Boston,90,360,52015,0,8,3,0,2009,42.363086,-71.085942,35,18,34693,150,195,343.1935
3-partial,New York City,90,374,52015,6,50,13,47,2013,40.752342,-73.985195,45,10,307831,2661,2737,343.5273
3-partial,Hawaii,90,361,52015,5,11,1,11,2009,20.687353,-156.443429,40,29,302515,3488,2997,343.6159
4-full,Caribbean,90,360,52015,1,4,0,3,2012,13.844854,-61.060121,40,20,107984,839,827,343.921
3-partial,San Francisco/Northern Cali,90,339,52015,1,16,0,0,2009,37.791517,-122.412154,40,21,106271,179,1047,344.1418
3-partial,New York City,90,374,52015,2,39,10,16,2009,40.752828,-73.983762,40,17,360426,1395,1502,344.706
4-full,Caribbean,90,360,52015,0,0,0,1,2011,10.369634,-85.821762,40,27,38885,697,900,345.5062
3-partial,Boston,90,361,52015,1,6,2,4,2009,42.349205,-71.076217,45,16,110797,778,888,345.994
4-full,Caribbean,90,360,52015,0,4,0,0,2012,20.794073,-105.48856,45,25,47270,272,289,347.1323
3-partial,New York City,90,374,52015,6,28,8,13,2010,40.758573,-73.989548,40,20,230403,1583,1704,348.6542
3-partial,Hawaii,90,314,52015,0,3,1,0,2009,21.878422,-159.46948,35,15,30590,303,318,348.752
3-partial,Los Angeles,90,361,52015,0,12,1,3,2009,34.092211,-118.377314,40,27,44578,702,623,348.9248
3-partial,New York City,90,374,52015,3,23,6,21,2009,40.764177,-73.978483,40,22,199885,2907,2569,349.5031
3-partial,Caribbean,90,361,52015,3,39,4,10,2009,18.514797,-77.766525,35,27,585749,9074,9581,349.6083
3-partial,Hawaii,90,359,52015,4,7,5,8,2009,22.22289,-159.468535,40,28,179957,1432,1746,349.8599
3-partial,Los Angeles,90,361,52015,1,5,0,6,2009,34.095084,-118.371962,40,25,60166,531,541,350.0794
3-partial,New York City,90,374,52015,3,8,7,7,2009,40.727748,-73.990854,40,15,58411,839,1039,350.6949
3-partial,Hawaii,90,316,52015,2,20,10,8,2009,20.913119,-156.692437,40,32,510885,4073,4235,350.8954
3-partial,Caribbean,90,190,52015,9,32,12,9,2009,18.82552,-68.601822,40,27,2412267,10905,16065,352.8404
4-full,Boston,90,360,52015,1,6,0,5,2009,42.347084,-71.079254,35,17,89101,996,772,353.0416
4-full,Caribbean,90,360,52015,1,1,0,2,2012,21.259156,-86.751182,35,22,136740,431,546,354.0263
2-full,Caribbean,90,115,12016,0,4,1,2,2012,14.040731,-60.971832,35,31,622261,3992,4346,354.5168
4-full,San Francisco/Northern Cali,90,360,52015,0,1,0,0,2011,37.404593,-122.024881,35,20,8688,41,41,355
3-partial,New York City,90,374,52015,9,47,7,32,2012,40.722005,-73.958209,40,9,62166,1579,1072,356.2727
3-partial,Miami,90,323,52015,4,30,5,8,2009,25.780741,-80.13073,30,15,98813,1420,1680,356.4168
4-full,San Francisco/Northern Cali,90,360,52015,0,18,0,2,2009,37.78545,-122.400477,40,18,85305,711,803,356.443
3-partial,San Francisco/Northern Cali,90,361,52015,5,29,3,24,2009,37.807178,-122.420264,35,18,303654,958,1037,357.9527
3-partial,Los Angeles,90,361,52015,4,16,9,21,2009,34.094463,-118.374385,40,18,115695,1327,1024,358.0442
3-partial,Boston,90,361,52015,0,9,1,7,2009,42.357464,-71.060814,35,18,149308,636,632,358.3375
3-partial,New York City,90,374,52015,1,22,0,3,2012,40.755247,-73.972979,40,15,66451,755,1031,358.5214
4-full,San Francisco/Northern Cali,90,360,52015,0,3,0,2,2011,38.609121,-122.870439,40,17,27826,347,284,358.7333
4-full,San Francisco/Northern Cali,90,360,52015,3,20,4,10,2009,37.785228,-122.404389,35,16,162321,1478,1719,359.1304
4-full,Caribbean,90,360,52015,0,0,0,4,2011,22.888184,-109.904927,40,30,266579,1830,1866,359.3634
4-full,Los Angeles,90,360,52015,2,2,0,4,2011,34.054087,-118.412375,40,25,80226,396,377,359.5769
3-partial,Caribbean,90,359,52015,28,82,12,71,2009,18.345535,-78.33403,35,28,704834,8991,7342,361.4327
3-partial,Caribbean,90,316,52015,0,7,1,2,2012,21.074812,-86.775138,40,31,521006,3215,3634,362.303
3-partial,Caribbean,90,359,52015,1,6,0,3,2011,21.791834,-72.193001,35,26,272471,2806,2489,362.9037
4-full,Caribbean,90,360,52015,0,4,0,1,2011,13.06515,-59.566517,30,14,16014,358,210,364.2378
3-partial,New York City,90,374,52015,0,4,1,1,2009,40.736536,-73.988628,40,23,46957,904,842,365.3076
4-full,Los Angeles,90,360,52015,0,3,0,0,2011,34.429048,-119.708039,40,12,56481,135,155,365.6363
4-full,Washington D.C.,90,360,52015,0,6,0,0,2009,38.901743,-77.023891,35,17,62727,815,494,365.6666
3-partial,New York City,90,196,52015,2,0,1,2,2013,40.758956,-73.984504,40,17,291587,493,667,368.76
3-partial,Hawaii,90,361,52015,0,14,0,4,2009,20.997174,-156.665559,30,26,115519,715,1135,369.9019
3-partial,Washington D.C.,90,361,52015,2,8,3,14,2009,38.883596,-77.030206,45,22,96790,1394,1274,371.3593
4-full,Washington D.C.,90,360,52015,2,4,1,2,2009,38.904774,-77.048972,45,22,54365,665,639,374.5982
4-full,Caribbean,90,360,52015,0,1,0,0,2011,22.894769,-109.898163,45,29,273818,1432,1567,376.6157
3-partial,Hawaii,90,359,52015,0,2,1,0,2009,21.875186,-159.457564,35,27,112919,1040,931,377.0256
4-full,Caribbean,90,360,52015,2,3,0,2,2012,17.204788,-62.578171,40,26,85419,444,362,377.7108
3-full,Caribbean,90,181,52015,34,80,72,110,2009,19.2166,-69.3166,40,27,1475887,4885,4631,377.9849
4-full,Washington D.C.,90,360,52015,1,4,1,1,2009,38.90166,-77.036351,45,19,52036,814,871,379.25
3-partial,Los Angeles,90,361,52015,2,29,4,12,2009,34.018786,-118.500985,40,17,85146,1294,1255,380.0247
3-partial,Los Angeles,90,361,52015,3,1,0,3,2012,34.01282,-118.495966,40,20,287817,241,245,380.3
4-full,Los Angeles,90,360,52015,1,6,2,4,2011,34.045112,-118.266749,40,24,131091,800,540,380.8076
4-full,Caribbean,90,360,52015,1,6,13,13,2011,23.042353,-109.701898,45,28,163225,4599,4713,381.8957
2-full,Caribbean,90,115,12016,0,8,5,0,2011,13.142333,-59.637669,40,13,170125,1430,2626,382.1446
4-full,Caribbean,90,360,52015,0,0,0,0,2011,22.89069,-109.902769,35,31,225367,1649,2292,382.2136
3-full,New York City,90,196,52015,12,39,21,29,2009,40.740954,-74.008104,40,18,174178,3590,4635,383.2198
3-full,Caribbean,90,316,52015,1,63,5,7,2009,18.523197,-77.852333,45,31,360633,6058,5412,384.4892
3-partial,Boston,90,361,52015,1,17,0,3,2009,42.361995,-71.070536,40,19,81257,1752,1897,385.2493
3-partial,Caribbean,90,359,52015,0,62,0,1,2012,18.420097,-77.040341,40,22,470397,8507,8675,385.7992
3-partial,Miami,90,323,52015,4,16,3,16,2009,25.783068,-80.130366,45,22,63236,1332,1025,385.8157
4-full,Miami,90,360,52015,0,12,1,1,2009,25.730102,-80.237923,40,19,64942,471,468,386.5416
3-full,Miami,90,190,52015,4,20,11,23,2009,25.789111,-80.129288,40,30,411470,3026,3807,386.7743
4-full,San Francisco/Northern Cali,90,360,52015,0,0,1,0,2011,38.492887,-122.456006,40,19,69929,509,583,389.102
3-partial,Hawaii,90,359,52015,3,4,5,4,2009,21.332392,-158.12164,35,25,329577,3994,5221,389.6413
3-partial,San Francisco/Northern Cali,90,339,52015,11,47,22,23,2009,37.792396,-122.410504,45,21,274123,2784,2448,389.8187
3-partial,New York City,90,323,52015,2,25,8,8,2010,40.722688,-74.004832,45,18,100632,1675,1794,391.0057
3-partial,Caribbean,90,368,52015,24,149,54,116,2012,18.679501,-68.412331,45,24,1124811,8275,8252,391.6201
4-full,Caribbean,90,360,52015,0,0,0,3,2011,32.290665,-64.792503,40,24,131186,589,887,391.7333
3-partial,Hawaii,90,316,52015,0,25,10,7,2009,21.279032,-157.829037,45,27,395034,3407,3046,392.9743
4-full,San Francisco/Northern Cali,90,360,52015,0,1,0,0,2011,38.312647,-122.482957,40,25,94392,535,491,393.3205
4-full,Caribbean,90,360,52015,2,0,0,4,2011,13.177167,-59.638832,35,27,238910,566,632,393.7
4-full,Los Angeles,90,360,52015,2,4,1,4,2011,34.0555,-118.3985,45,18,69080,631,774,393.9512
3-partial,New York City,90,374,52015,3,22,2,7,2013,40.744886,-73.988717,45,14,90740,1553,1874,394.26
3-full,New York City,90,360,52015,4,38,18,22,2009,40.739932,-74.005755,40,22,127128,2126,1576,394.6649
3-partial,Miami,90,368,52015,3,26,23,10,2009,25.769689,-80.132391,35,27,124747,1127,1008,395.03
3-full,New York City,90,374,52015,12,60,7,24,2009,40.757927,-73.976212,45,22,262835,3439,4739,398.669
4-full,Los Angeles,90,360,52015,1,2,1,3,2009,33.984452,-118.45063,40,26,45794,557,457,400
3-partial,Miami,90,323,52015,2,16,2,12,2009,25.765415,-80.185137,50,30,190819,900,1372,400.5025
3-partial,New York City,90,374,52015,1,19,8,9,2010,40.752839,-73.98095,40,15,160026,1519,1198,400.6806
4-full,San Francisco/Northern Cali,90,360,52015,1,1,0,4,2011,37.460358,-122.142375,50,21,18126,341,332,403.0243
3-partial,Caribbean,90,359,52015,0,1,1,4,2011,20.555573,-105.2637,50,27,275270,2911,3196,404.5987
3-partial,Miami,90,323,52015,1,3,3,4,2009,25.758962,-80.191843,50,25,121158,689,861,404.7873
3-partial,Los Angeles,90,361,52015,6,2,2,13,2010,34.008046,-118.490338,40,22,143409,1011,990,405.4975
4-full,Caribbean,90,360,52015,0,0,0,0,2011,22.889507,-109.9031,35,25,363652,429,817,405.7674
